title,section,clean_title,tokens
TEDxUVA conference brings alumni and experts for talks on purpose and progress,News,tedxuva conference brings alumni and experts for talks on purpose and progress,"['tedxuva', 'conference', 'brings', 'alumnus', 'expert', 'talk', 'purpose', 'progress']"
"Student Council approves new CIOs, introduces Director of University Relations",News,student council approves new cios introduces director of university relations,"['student', 'council', 'approves', 'new', 'cio', 'introduces', 'director', 'university', 'relation']"
"University offers admission to 1,993 regular decision applicants for Class of 2028",News,university offers admission to  regular decision applicants for class of ,"['university', 'offer', 'admission', 'regular', 'decision', 'applicant', 'class']"
State Sen. Creigh Deeds received his FOIA requests from U.Va. — here’s what we learned,News,state sen creigh deeds received his foia requests from uva  heres what we learned,"['state', 'sen', 'creigh', 'deed', 'received', 'foia', 'request', 'uva', 'here', 'learned']"
President Ryan announces $20 million commitment to the School of Data Science,News,president ryan announces  million commitment to the school of data science,"['president', 'ryan', 'announces', 'million', 'commitment', 'school', 'data', 'science']"
Honor Committee to develop new student engagement initiatives,News,honor committee to develop new student engagement initiatives,"['honor', 'committee', 'develop', 'new', 'student', 'engagement', 'initiative']"
"One week on, some students are still recovering after a field storming hospitalizes 19",News,one week on some students are still recovering after a field storming hospitalizes ,"['one', 'week', 'student', 'still', 'recovering', 'field', 'storming', 'hospitalizes']"
University’s ten highest-paid employees receive salary increases in 2024,News,universitys ten highestpaid employees receive salary increases in ,"['university', 'ten', 'highestpaid', 'employee', 'receive', 'salary', 'increase']"
New Vice President of Research Lori McMahon aims to work towards U.Va.’s 2030 plan,News,new vice president of research lori mcmahon aims to work towards uvas  plan,"['new', 'vice', 'president', 'research', 'lori', 'mcmahon', 'aim', 'work', 'towards', 'uvas', 'plan']"
Class of 2024 celebrates graduation at final exercises,News,class of  celebrates graduation at final exercises,"['class', 'celebrates', 'graduation', 'final', 'exercise']"
Updated policies place additional restrictions on protests at the University,News,updated policies place additional restrictions on protests at the university,"['updated', 'policy', 'place', 'additional', 'restriction', 'protest', 'university']"
Miller Center event panelists link Trump-era capitalism to rising peril of recession,News,miller center event panelists link trumpera capitalism to rising peril of recession,"['miller', 'center', 'event', 'panelist', 'link', 'trumpera', 'capitalism', 'rising', 'peril', 'recession']"
Student groups offer resources to support academics and wellness during finals season,News,student groups offer resources to support academics and wellness during finals season,"['student', 'group', 'offer', 'resource', 'support', 'academic', 'wellness', 'final', 'season']"
Student Council hosts VPSA Kenyon Bonner to discuss Student Affairs updates,News,student council hosts vpsa kenyon bonner to discuss student affairs updates,"['student', 'council', 'host', 'vpsa', 'kenyon', 'bonner', 'discus', 'student', 'affair', 'update']"
Knife brandishing reported on Maury Avenue,News,knife brandishing reported on maury avenue,"['knife', 'brandishing', 'reported', 'maury', 'avenue']"
Students reflect on the life and legacy of Pope Francis,News,students reflect on the life and legacy of pope francis,"['student', 'reflect', 'life', 'legacy', 'pope', 'francis']"
U.Va. student has visa canceled,News,uva student has visa canceled,"['uva', 'student', 'visa', 'canceled']"
"Shots fired reported at 100 block of Harmon Street, no injuries reported",News,shots fired reported at  block of harmon street no injuries reported,"['shot', 'fired', 'reported', 'block', 'harmon', 'street', 'injury', 'reported']"
The Cavalier Daily elects editors for its 136th term,News,the cavalier daily elects editors for its th term,"['cavalier', 'daily', 'elect', 'editor', 'th', 'term']"
"Severe flooding cancels classes, trips for U.Va. in Valencia study abroad program",News,severe flooding cancels classes trips for uva in valencia study abroad program,"['severe', 'flooding', 'cancel', 'class', 'trip', 'uva', 'valencia', 'study', 'abroad', 'program']"
Faculty Senate passes resolution calling for presidential search finalists to ask for pause,News,faculty senate passes resolution calling for presidential search finalists to ask for pause,"['faculty', 'senate', 'pass', 'resolution', 'calling', 'presidential', 'search', 'finalist', 'ask', 'pause']"
From the archives: Valentine’s Day (Feb. 10 — Feb. 16),News,from the archives valentines day feb   feb ,"['archive', 'valentine', 'day', 'feb', 'feb']"
"Nicole Hall begins role as dean of students, prioritizing student engagement",News,nicole hall begins role as dean of students prioritizing student engagement,"['nicole', 'hall', 'begin', 'role', 'dean', 'student', 'prioritizing', 'student', 'engagement']"
Ryan and Sheridan provide full accounts of Ryan’s resignation. They differ significantly,News,ryan and sheridan provide full accounts of ryans resignation they differ significantly,"['ryan', 'sheridan', 'provide', 'full', 'account', 'ryans', 'resignation', 'differ', 'significantly']"
Charlottesville’s schools are old. Local officials are trying to change that,News,charlottesvilles schools are old local officials are trying to change that,"['charlottesvilles', 'school', 'old', 'local', 'official', 'trying', 'change']"
Archivist Report on Otto Warmbier,News,archivist report on otto warmbier,"['archivist', 'report', 'otto', 'warmbier']"
Board of Visitors ends support for racial diversity goals,News,board of visitors ends support for racial diversity goals,"['board', 'visitor', 'end', 'support', 'racial', 'diversity', 'goal']"
Advancement Committee plans to continue fundraising for the University’s Honor the Future campaign after surpassing $5B goal,News,advancement committee plans to continue fundraising for the universitys honor the future campaign after surpassing b goal,"['advancement', 'committee', 'plan', 'continue', 'fundraising', 'university', 'honor', 'future', 'campaign', 'surpassing', 'b', 'goal']"
New School of Data Science building opens with remarks and ceremony,News,new school of data science building opens with remarks and ceremony,"['new', 'school', 'data', 'science', 'building', 'open', 'remark', 'ceremony']"
U.Va. lifts shelter-in-place order as suspect is at-large,News,uva lifts shelterinplace order as suspect is atlarge,"['uva', 'lift', 'shelterinplace', 'order', 'suspect', 'atlarge']"
University Guide Service continues under CIO status,News,university guide service continues under cio status,"['university', 'guide', 'service', 'continues', 'cio', 'status']"
From the archives: (March 3 – March 10),News,from the archives march   march ,"['archive', 'march', 'march']"
U.Va. Community Food Pantry continues to support student food access over breaks,News,uva community food pantry continues to support student food access over breaks,"['uva', 'community', 'food', 'pantry', 'continues', 'support', 'student', 'food', 'access', 'break']"
Burglary reported on 2400 block of Arlington Boulevard,News,burglary reported on  block of arlington boulevard,"['burglary', 'reported', 'block', 'arlington', 'boulevard']"
"In a changed Honor system, the Honor Committee struggles to generate engagement",News,in a changed honor system the honor committee struggles to generate engagement,"['changed', 'honor', 'system', 'honor', 'committee', 'struggle', 'generate', 'engagement']"
What is U.Va.’s Faculty Senate?,News,what is uvas faculty senate,"['uvas', 'faculty', 'senate']"
Valentina Mendoza Gonzalez aims to bolster Support and Access Services as next Student Council president,News,valentina mendoza gonzalez aims to bolster support and access services as next student council president,"['valentina', 'mendoza', 'gonzalez', 'aim', 'bolster', 'support', 'access', 'service', 'next', 'student', 'council', 'president']"
Israeli flag vandalized in Rouss-Robertson Hall,News,israeli flag vandalized in roussrobertson hall,"['israeli', 'flag', 'vandalized', 'roussrobertson', 'hall']"
University Registrar extends withdrawal deadline after concerns from students and staff,News,university registrar extends withdrawal deadline after concerns from students and staff,"['university', 'registrar', 'extends', 'withdrawal', 'deadline', 'concern', 'student', 'staff']"
From the Archives: Changes Around Grounds (April 14 - April 20),News,from the archives changes around grounds april   april ,"['archive', 'change', 'around', 'ground', 'april', 'april']"
Visa status restored for one international student and two recent University graduates,News,visa status restored for one international student and two recent university graduates,"['visa', 'status', 'restored', 'one', 'international', 'student', 'two', 'recent', 'university', 'graduate']"
U.Va. Office of Sustainability announces Sustainability Leadership Award recipients,News,uva office of sustainability announces sustainability leadership award recipients,"['uva', 'office', 'sustainability', 'announces', 'sustainability', 'leadership', 'award', 'recipient']"
"University's last minute update to EHS tent regulations document creates confusion, frustration",News,universitys last minute update to ehs tent regulations document creates confusion frustration,"['university', 'last', 'minute', 'update', 'ehs', 'tent', 'regulation', 'document', 'creates', 'confusion', 'frustration']"
Valentina Mendoza Gonzalez reflects on her term as Student Council President,News,valentina mendoza gonzalez reflects on her term as student council president,"['valentina', 'mendoza', 'gonzalez', 'reflects', 'term', 'student', 'council', 'president']"
Virginia Attorney General Speaks On Free Speech And Criminal Justice Reform,News,virginia attorney general speaks on free speech and criminal justice reform,"['virginia', 'attorney', 'general', 'speaks', 'free', 'speech', 'criminal', 'justice', 'reform']"
Academic and Student Life Committee discusses accreditation and student internships,News,academic and student life committee discusses accreditation and student internships,"['academic', 'student', 'life', 'committee', 'discusses', 'accreditation', 'student', 'internship']"
"Spanberger, Callsen and Laufer outline legislative priorities following election victories",News,spanberger callsen and laufer outline legislative priorities following election victories,"['spanberger', 'callsen', 'laufer', 'outline', 'legislative', 'priority', 'following', 'election', 'victory']"
17 Society paints over Beta Bridge memorial to Nov. 13 shooting victims,News, society paints over beta bridge memorial to nov  shooting victims,"['society', 'paint', 'beta', 'bridge', 'memorial', 'nov', 'shooting', 'victim']"
What does the University’s contract with dining service Aramark entail?,News,what does the universitys contract with dining service aramark entail,"['university', 'contract', 'dining', 'service', 'aramark', 'entail']"
U.Va. leaders defend Justice Department deal in letter to Charlottesville legislators,News,uva leaders defend justice department deal in letter to charlottesville legislators,"['uva', 'leader', 'defend', 'justice', 'department', 'deal', 'letter', 'charlottesville', 'legislator']"
From the Archives: Hoo's Appearing on Grounds,News,from the archives hoos appearing on grounds,"['archive', 'hoos', 'appearing', 'ground']"
Buildings and Grounds Committee approves 2024 Major Capital Plan,News,buildings and grounds committee approves  major capital plan,"['building', 'ground', 'committee', 'approves', 'major', 'capital', 'plan']"
Students struggle to find late-night study spots as Clemons Library reduces hours,News,students struggle to find latenight study spots as clemons library reduces hours,"['student', 'struggle', 'find', 'latenight', 'study', 'spot', 'clemons', 'library', 'reduces', 'hour']"
"Ragged Mountain Running Shop, fourth-years organize “Run with Jim” to close semester",News,ragged mountain running shop fourthyears organize run with jim to close semester,"['ragged', 'mountain', 'running', 'shop', 'fourthyears', 'organize', 'run', 'jim', 'close', 'semester']"
Mahoney calls for continued financial restrictions amid funding concerns,News,mahoney calls for continued financial restrictions amid funding concerns,"['mahoney', 'call', 'continued', 'financial', 'restriction', 'amid', 'funding', 'concern']"
"Democrats win big in Virginia, sweeping statewide races",News,democrats win big in virginia sweeping statewide races,"['democrat', 'win', 'big', 'virginia', 'sweeping', 'statewide', 'race']"
Honor Committee welcomes new representatives and support officers,News,honor committee welcomes new representatives and support officers,"['honor', 'committee', 'welcome', 'new', 'representative', 'support', 'officer']"
"Department of Education reverses course, awards Federal Executive Institute to U.Va.",News,department of education reverses course awards federal executive institute to uva,"['department', 'education', 'revers', 'course', 'award', 'federal', 'executive', 'institute', 'uva']"
Is a U.Va. degree worth it?,News,is a uva degree worth it,"['uva', 'degree', 'worth']"
Student Council approves 45 new CIOs during its final meeting of the semester,News,student council approves  new cios during its final meeting of the semester,"['student', 'council', 'approves', 'new', 'cio', 'final', 'meeting', 'semester']"
From the archives: Nov. 25 – Dec. 1,News,from the archives nov   dec ,"['archive', 'nov', 'dec']"
"Two universities reject Trump administration Compact, others have yet to respond",News,two universities reject trump administration compact others have yet to respond,"['two', 'university', 'reject', 'trump', 'administration', 'compact', 'others', 'yet', 'respond']"
“Co-Opting AI: Privacy” event explores the dangers of data collection,News,coopting ai privacy event explores the dangers of data collection,"['coopting', 'ai', 'privacy', 'event', 'explores', 'danger', 'data', 'collection']"
Nicole Hall named senior associate vice president for Student Affairs,News,nicole hall named senior associate vice president for student affairs,"['nicole', 'hall', 'named', 'senior', 'associate', 'vice', 'president', 'student', 'affair']"
Tensions arise between Faculty Senate and Mahoney over Compact from Trump admin,News,tensions arise between faculty senate and mahoney over compact from trump admin,"['tension', 'arise', 'faculty', 'senate', 'mahoney', 'compact', 'trump', 'admin']"
U.Va. remains committed to student self-governance despite critical Nov. 13 report,News,uva remains committed to student selfgovernance despite critical nov  report,"['uva', 'remains', 'committed', 'student', 'selfgovernance', 'despite', 'critical', 'nov', 'report']"
From facing federal scrutiny to being a ‘good actor’: U.Va. and the Trump administration,News,from facing federal scrutiny to being a good actor uva and the trump administration,"['facing', 'federal', 'scrutiny', 'good', 'actor', 'uva', 'trump', 'administration']"
"Lawsuit says Craig Kent, Melina Kibbe led ‘hostile takeover’ of U.Va. Health",News,lawsuit says craig kent melina kibbe led hostile takeover of uva health,"['lawsuit', 'say', 'craig', 'kent', 'melina', 'kibbe', 'led', 'hostile', 'takeover', 'uva', 'health']"
"In compliance with Youngkin order, University bans use of DeepSeek AI on networks",News,in compliance with youngkin order university bans use of deepseek ai on networks,"['compliance', 'youngkin', 'order', 'university', 'ban', 'use', 'deepseek', 'ai', 'network']"
UJC gives look into its “Chamber of Secrets” in Harry Potter-themed hazing mock trial,News,ujc gives look into its chamber of secrets in harry potterthemed hazing mock trial,"['ujc', 'give', 'look', 'chamber', 'secret', 'harry', 'potterthemed', 'hazing', 'mock', 'trial']"
A dive into the Board of Visitors’ political donations,News,a dive into the board of visitors political donations,"['dive', 'board', 'visitor', 'political', 'donation']"
U.Va. student diagnosed with Meningococcal disease,News,uva student diagnosed with meningococcal disease,"['uva', 'student', 'diagnosed', 'meningococcal', 'disease']"
Virginia Senate leaders express “unequivocal opposition” to Compact,News,virginia senate leaders express unequivocal opposition to compact,"['virginia', 'senate', 'leader', 'express', 'unequivocal', 'opposition', 'compact']"
"Upperclassmen will no longer receive priority for housing, HRL says",News,upperclassmen will no longer receive priority for housing hrl says,"['upperclassmen', 'longer', 'receive', 'priority', 'housing', 'hrl', 'say']"
Student Council hears from University Student Legal Services Attorney,News,student council hears from university student legal services attorney,"['student', 'council', 'hears', 'university', 'student', 'legal', 'service', 'attorney']"
U.Va. Faculty Senate hears from interim President Mahoney,News,uva faculty senate hears from interim president mahoney,"['uva', 'faculty', 'senate', 'hears', 'interim', 'president', 'mahoney']"
"Homicide Tuesday night, Charlottesville Police report",News,homicide tuesday night charlottesville police report,"['homicide', 'tuesday', 'night', 'charlottesville', 'police', 'report']"
Student Council announces Public Service guidebook and website are live,News,student council announces public service guidebook and website are live,"['student', 'council', 'announces', 'public', 'service', 'guidebook', 'website', 'live']"
Dean of Libraries John Unsworth retires after nine years in the role,News,dean of libraries john unsworth retires after nine years in the role,"['dean', 'library', 'john', 'unsworth', 'retires', 'nine', 'year', 'role']"
Students express support for Compact rejection and DOJ deal,News,students express support for compact rejection and doj deal,"['student', 'express', 'support', 'compact', 'rejection', 'doj', 'deal']"
DOJ lawyer had a history of legal action against U.Va. before Ryan’s resignation,News,doj lawyer had a history of legal action against uva before ryans resignation,"['doj', 'lawyer', 'history', 'legal', 'action', 'uva', 'ryans', 'resignation']"
University hopes to fund a culture of entrepreneurship,News,university hopes to fund a culture of entrepreneurship,"['university', 'hope', 'fund', 'culture', 'entrepreneurship']"
"Audit, Compliance and Risk Committee discusses cybersecurity in closed session",News,audit compliance and risk committee discusses cybersecurity in closed session,"['audit', 'compliance', 'risk', 'committee', 'discusses', 'cybersecurity', 'closed', 'session']"
Spanberger asks U.Va. Board of Visitors to delay appointment of new president,News,spanberger asks uva board of visitors to delay appointment of new president,"['spanberger', 'asks', 'uva', 'board', 'visitor', 'delay', 'appointment', 'new', 'president']"
Virginia higher education workers demand legislative action at Capitol rally,News,virginia higher education workers demand legislative action at capitol rally,"['virginia', 'higher', 'education', 'worker', 'demand', 'legislative', 'action', 'capitol', 'rally']"
What is the July 29 guidance which U.Va. has committed to in Justice Department deal?,News,what is the july  guidance which uva has committed to in justice department deal,"['july', 'guidance', 'uva', 'committed', 'justice', 'department', 'deal']"
"U.Va. declines to share update regarding Office of Diversity, Equity and Inclusion",News,uva declines to share update regarding office of diversity equity and inclusion,"['uva', 'decline', 'share', 'update', 'regarding', 'office', 'diversity', 'equity', 'inclusion']"
Prof. Alondra Nelson discusses AI policy at Futures Initiative event,News,prof alondra nelson discusses ai policy at futures initiative event,"['prof', 'alondra', 'nelson', 'discusses', 'ai', 'policy', 'future', 'initiative', 'event']"
U.Va. Innovates launches a hub for student entrepreneurship,News,uva innovates launches a hub for student entrepreneurship,"['uva', 'innovates', 'launch', 'hub', 'student', 'entrepreneurship']"
Was Ryan ‘anti-Jeffersonian?’ Historians weigh in after his resignation,News,was ryan antijeffersonian historians weigh in after his resignation,"['ryan', 'antijeffersonian', 'historian', 'weigh', 'resignation']"
From The Archives: Student Elections,News,from the archives student elections,"['archive', 'student', 'election']"
"University reacts to Kirk’s assassination, prompting questions about free speech",News,university reacts to kirks assassination prompting questions about free speech,"['university', 'reacts', 'kirk', 'assassination', 'prompting', 'question', 'free', 'speech']"
Administrators and faculty paint conflicting pictures of May 4 encampment clearing,News,administrators and faculty paint conflicting pictures of may  encampment clearing,"['administrator', 'faculty', 'paint', 'conflicting', 'picture', 'may', 'encampment', 'clearing']"
"Before you head to the polls, here’s a look at what’s on Charlottesville’s ballot",News,before you head to the polls heres a look at whats on charlottesvilles ballot,"['head', 'poll', 'here', 'look', 'whats', 'charlottesvilles', 'ballot']"
From the archives: March 18 – March 24,News,from the archives march   march ,"['archive', 'march', 'march']"
Honor Committee updates admission of guilt process as student elections begin,News,honor committee updates admission of guilt process as student elections begin,"['honor', 'committee', 'update', 'admission', 'guilt', 'process', 'student', 'election', 'begin']"
Sabato speaks on tight presidential race with just over a week to go,News,sabato speaks on tight presidential race with just over a week to go,"['sabato', 'speaks', 'tight', 'presidential', 'race', 'week', 'go']"
"Who is Isaacson, Miller, the firm leading U.Va.’s presidential search?",News,who is isaacson miller the firm leading uvas presidential search,"['isaacson', 'miller', 'firm', 'leading', 'uvas', 'presidential', 'search']"
"Federal research funding uncertainty halts progress, limits graduate student recruitment",News,federal research funding uncertainty halts progress limits graduate student recruitment,"['federal', 'research', 'funding', 'uncertainty', 'halt', 'progress', 'limit', 'graduate', 'student', 'recruitment']"
U.Va. hazing investigator leaves amid criticism over case handling,News,uva hazing investigator leaves amid criticism over case handling,"['uva', 'hazing', 'investigator', 'leaf', 'amid', 'criticism', 'case', 'handling']"
"Advancement Committee discusses fundraising operations, alumni engagement",News,advancement committee discusses fundraising operations alumni engagement,"['advancement', 'committee', 'discusses', 'fundraising', 'operation', 'alumnus', 'engagement']"
U.Va. Alumni Association submits plans for new Alumni Hall building,News,uva alumni association submits plans for new alumni hall building,"['uva', 'alumnus', 'association', 'submits', 'plan', 'new', 'alumnus', 'hall', 'building']"
College of Arts and Sciences lays groundwork for changes to pre-major advising,News,college of arts and sciences lays groundwork for changes to premajor advising,"['college', 'art', 'science', 'lay', 'groundwork', 'change', 'premajor', 'advising']"
U.Va. expands its presence into Northern Virginia,News,uva expands its presence into northern virginia,"['uva', 'expands', 'presence', 'northern', 'virginia']"
"University set to release Nov. 13, 2022 shooting external review mid-March",News,university set to release nov   shooting external review midmarch,"['university', 'set', 'release', 'nov', 'shooting', 'external', 'review', 'midmarch']"
From the archives: March. 11 – March. 17,News,from the archives march   march ,"['archive', 'march', 'march']"
Community members react to the upcoming Presidential transition,News,community members react to the upcoming presidential transition,"['community', 'member', 'react', 'upcoming', 'presidential', 'transition']"
Civil Discourse Initiative hosts a student panel discussing the dissolution of DEI at U.Va.,News,civil discourse initiative hosts a student panel discussing the dissolution of dei at uva,"['civil', 'discourse', 'initiative', 'host', 'student', 'panel', 'discussing', 'dissolution', 'dei', 'uva']"
Journalists discuss Pentagon press restrictions and more at the Paramount Theater,News,journalists discuss pentagon press restrictions and more at the paramount theater,"['journalist', 'discus', 'pentagon', 'press', 'restriction', 'paramount', 'theater']"
Spanberger visits U.Va. to speak with students just ahead of start of early voting,News,spanberger visits uva to speak with students just ahead of start of early voting,"['spanberger', 'visit', 'uva', 'speak', 'student', 'ahead', 'start', 'early', 'voting']"
Virginia Democrats attempt to redraw congressional maps ahead of the Nov. 4 election,News,virginia democrats attempt to redraw congressional maps ahead of the nov  election,"['virginia', 'democrat', 'attempt', 'redraw', 'congressional', 'map', 'ahead', 'nov', 'election']"
"New UJC Chair Harper Jones to prioritize creation of an endowment, transparency",News,new ujc chair harper jones to prioritize creation of an endowment transparency,"['new', 'ujc', 'chair', 'harper', 'jones', 'prioritize', 'creation', 'endowment', 'transparency']"
Why did Student Council vote no confidence in the Board of Visitors?,News,why did student council vote no confidence in the board of visitors,"['student', 'council', 'vote', 'confidence', 'board', 'visitor']"
From the Archives: Finals Season on Grounds,News,from the archives finals season on grounds,"['archive', 'final', 'season', 'ground']"
CAPS and Peer Health Educators unite to foster mental well-being on Grounds,News,caps and peer health educators unite to foster mental wellbeing on grounds,"['cap', 'peer', 'health', 'educator', 'unite', 'foster', 'mental', 'wellbeing', 'ground']"
Tech-free classes give students a window into a world without screens,News,techfree classes give students a window into a world without screens,"['techfree', 'class', 'give', 'student', 'window', 'world', 'without', 'screen']"
Student Council Presidential candidates debate their platforms,News,student council presidential candidates debate their platforms,"['student', 'council', 'presidential', 'candidate', 'debate', 'platform']"
Guide Service and administration negotiating details for a possible spring return,News,guide service and administration negotiating details for a possible spring return,"['guide', 'service', 'administration', 'negotiating', 'detail', 'possible', 'spring', 'return']"
"Sens. Surovell, Lucas call on U.Va. to reconsider agreement with Justice Department",News,sens surovell lucas call on uva to reconsider agreement with justice department,"['sen', 'surovell', 'lucas', 'call', 'uva', 'reconsider', 'agreement', 'justice', 'department']"
Clay Dickerson aims to invest in financial accessibility as Student Council president,News,clay dickerson aims to invest in financial accessibility as student council president,"['clay', 'dickerson', 'aim', 'invest', 'financial', 'accessibility', 'student', 'council', 'president']"
‘A great win’: Mahoney testified for senators on Justice Department agreement Dec. 1,News,a great win mahoney testified for senators on justice department agreement dec ,"['great', 'win', 'mahoney', 'testified', 'senator', 'justice', 'department', 'agreement', 'dec']"
Pro-Palestinian protesters form encampment near University Chapel,News,propalestinian protesters form encampment near university chapel,"['propalestinian', 'protester', 'form', 'encampment', 'near', 'university', 'chapel']"
"In an age of intense scholarly competition, experts say academic fraud is rising",News,in an age of intense scholarly competition experts say academic fraud is rising,"['age', 'intense', 'scholarly', 'competition', 'expert', 'say', 'academic', 'fraud', 'rising']"
U.Va.’s Sloane Lab explores how AI is used in the hiring process,News,uvas sloane lab explores how ai is used in the hiring process,"['uvas', 'sloane', 'lab', 'explores', 'ai', 'used', 'hiring', 'process']"
Honor Committee to host annual international student outreach event,News,honor committee to host annual international student outreach event,"['honor', 'committee', 'host', 'annual', 'international', 'student', 'outreach', 'event']"
Spaces on Grounds recognize Black history at U.Va.,News,spaces on grounds recognize black history at uva,"['space', 'ground', 'recognize', 'black', 'history', 'uva']"
From the archives: Black History Month,News,from the archives black history month,"['archive', 'black', 'history', 'month']"
School of Data Science hosts annual Datapalooza event,News,school of data science hosts annual datapalooza event,"['school', 'data', 'science', 'host', 'annual', 'datapalooza', 'event']"
"Board of Visitors’ Audit, Compliance and Risk Committee holds closed meeting to discuss cybersecurity risks",News,board of visitors audit compliance and risk committee holds closed meeting to discuss cybersecurity risks,"['board', 'visitor', 'audit', 'compliance', 'risk', 'committee', 'hold', 'closed', 'meeting', 'discus', 'cybersecurity', 'risk']"
From the archives: Oct. 21 – Oct. 27,News,from the archives oct   oct ,"['archive', 'oct', 'oct']"
"Board of Visitors votes to dissolve Office of Diversity, Equity and Inclusion",News,board of visitors votes to dissolve office of diversity equity and inclusion,"['board', 'visitor', 'vote', 'dissolve', 'office', 'diversity', 'equity', 'inclusion']"
"U.Va. Counsel conducting University-wide compliance review, document shows",News,uva counsel conducting universitywide compliance review document shows,"['uva', 'counsel', 'conducting', 'universitywide', 'compliance', 'review', 'document', 'show']"
Sen. John Cornyn speaks on role of Congress in bridging the partisan divide,News,sen john cornyn speaks on role of congress in bridging the partisan divide,"['sen', 'john', 'cornyn', 'speaks', 'role', 'congress', 'bridging', 'partisan', 'divide']"
Panamanian Ambassador speaks on country’s relationship with the U.S.,News,panamanian ambassador speaks on countrys relationship with the us,"['panamanian', 'ambassador', 'speaks', 'country', 'relationship', 'u']"
Counterterrorism operative Dexter Ingram speaks about realities of national security,News,counterterrorism operative dexter ingram speaks about realities of national security,"['counterterrorism', 'operative', 'dexter', 'ingram', 'speaks', 'reality', 'national', 'security']"
Students have federal internship offers rescinded due to hiring freeze,News,students have federal internship offers rescinded due to hiring freeze,"['student', 'federal', 'internship', 'offer', 'rescinded', 'due', 'hiring', 'freeze']"
Dean of Students Cedric Rucker reflects on his past two years at the University,News,dean of students cedric rucker reflects on his past two years at the university,"['dean', 'student', 'cedric', 'rucker', 'reflects', 'past', 'two', 'year', 'university']"
From the Archives: Gubernatorial Races,News,from the archives gubernatorial races,"['archive', 'gubernatorial', 'race']"
"UJC finalized 22 cases in the fall semester, 12 cases pending",News,ujc finalized  cases in the fall semester  cases pending,"['ujc', 'finalized', 'case', 'fall', 'semester', 'case', 'pending']"
"Student Council discusses potential student detoxification center, lockdown aftermath",News,student council discusses potential student detoxification center lockdown aftermath,"['student', 'council', 'discusses', 'potential', 'student', 'detoxification', 'center', 'lockdown', 'aftermath']"
Newly elected Honor Chair Laura Howard speaks on commitment to compassion,News,newly elected honor chair laura howard speaks on commitment to compassion,"['newly', 'elected', 'honor', 'chair', 'laura', 'howard', 'speaks', 'commitment', 'compassion']"
A look at U.Va.’s endowed Lawn rooms,News,a look at uvas endowed lawn rooms,"['look', 'uvas', 'endowed', 'lawn', 'room']"
"Honor Committee considers new sanctioning procedure, updates standards panel policy",News,honor committee considers new sanctioning procedure updates standards panel policy,"['honor', 'committee', 'considers', 'new', 'sanctioning', 'procedure', 'update', 'standard', 'panel', 'policy']"
"Student Council passes 2024-25 budget, discusses transportation on Grounds",News,student council passes  budget discusses transportation on grounds,"['student', 'council', 'pass', 'budget', 'discusses', 'transportation', 'ground']"
"Amid protests, Beardsley called for unity at Friday’s Board meeting",News,amid protests beardsley called for unity at fridays board meeting,"['amid', 'protest', 'beardsley', 'called', 'unity', 'friday', 'board', 'meeting']"
Academic and Student Life Committee approves degree programs and professorships,News,academic and student life committee approves degree programs and professorships,"['academic', 'student', 'life', 'committee', 'approves', 'degree', 'program', 'professorship']"
Students react to a University without DEI,News,students react to a university without dei,"['student', 'react', 'university', 'without', 'dei']"
Student Council to begin discussions with HRL about RA election night coverage,News,student council to begin discussions with hrl about ra election night coverage,"['student', 'council', 'begin', 'discussion', 'hrl', 'ra', 'election', 'night', 'coverage']"
Two measles cases confirmed in Charlottesville this spring,News,two measles cases confirmed in charlottesville this spring,"['two', 'measles', 'case', 'confirmed', 'charlottesville', 'spring']"
Jewish Leadership Advisory Board criticizes politicization of Jewish student experiences,News,jewish leadership advisory board criticizes politicization of jewish student experiences,"['jewish', 'leadership', 'advisory', 'board', 'criticizes', 'politicization', 'jewish', 'student', 'experience']"
"Mahoney responds to state senators, says DOJ deal was best available option",News,mahoney responds to state senators says doj deal was best available option,"['mahoney', 'responds', 'state', 'senator', 'say', 'doj', 'deal', 'best', 'available', 'option']"
"UJC wraps up fall recruitment, anticipates election of four new representatives",News,ujc wraps up fall recruitment anticipates election of four new representatives,"['ujc', 'wrap', 'fall', 'recruitment', 'anticipates', 'election', 'four', 'new', 'representative']"
U.Va. paid McGuireWoods over $1.8 million in legal fees during DOJ investigations,News,uva paid mcguirewoods over  million in legal fees during doj investigations,"['uva', 'paid', 'mcguirewoods', 'million', 'legal', 'fee', 'doj', 'investigation']"
Honor Week aims to highlight legacy and future of the Honor System,News,honor week aims to highlight legacy and future of the honor system,"['honor', 'week', 'aim', 'highlight', 'legacy', 'future', 'honor', 'system']"
U.Va. leaders react to Beardsley’s presidential appointment,News,uva leaders react to beardsleys presidential appointment,"['uva', 'leader', 'react', 'beardsleys', 'presidential', 'appointment']"
Former Congressman Will Hurd visits U.Va. to discuss voters’ trust in Congress,News,former congressman will hurd visits uva to discuss voters trust in congress,"['former', 'congressman', 'hurd', 'visit', 'uva', 'discus', 'voter', 'trust', 'congress']"
From the archives: April 1 – April 7,News,from the archives april   april ,"['archive', 'april', 'april']"
Ben Ueltschey reflects on tumultuous term as IFC president,News,ben ueltschey reflects on tumultuous term as ifc president,"['ben', 'ueltschey', 'reflects', 'tumultuous', 'term', 'ifc', 'president']"
